folio_incidente,fecha_registro_incidente,id_reporte,fecha_reporte,hora_reporte,clasificacion,reporte,medio_recepcion,alcaldia_catalogo,colonia_catalogo,longitud,latitud
I-20220101-0001,02/01/2022,R-20220101-0105,01/01/2022,18:33:08,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Cuadrante De San Francisco,-99.16827325,19.34179957
I-20220101-0002,02/01/2022,R-20220101-0106,01/01/2022,18:36:38,Drenaje,Drenaje Obstruido,Ciudadano (Call Center),Xochimilco,San Lorenzo La Cebada,-99.1156446,19.2861811
I-20220101-0003,02/01/2022,R-20220101-0103,01/01/2022,18:12:39,Agua Potable,Fuga,Ciudadano (Call Center),Tlahuac,Barrio Santiago Norte Del Pueblo Santiago Zapotitlan,-99.0302869,19.3005139
I-20220101-0004,02/01/2022,R-20220101-0108,01/01/2022,19:01:39,Agua Potable,Fuga,Ciudadano (Call Center),Tlalnepantla de Baz,Tlalnepantla,-99.15497,19.5438901
I-20220101-0005,02/01/2022,R-20220101-0110,01/01/2022,19:06:23,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.17515038,19.36850264
I-20220101-0006,02/01/2022,R-20220101-0111,01/01/2022,19:10:41,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Florida,-99.1799217,19.3607533
I-20220101-0007,02/01/2022,R-20220101-0107,01/01/2022,18:48:14,Agua Potable,Falta de agua,Ciudadano (Call Center),Cuauhtemoc,Asturias,-99.12813664,19.40507814
I-20220101-0008,02/01/2022,R-20220101-0104,01/01/2022,18:13:24,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Miguel Hidalgo 4a Seccion,-99.20703644,19.27389865
I-20220101-0009,02/01/2022,R-20220101-0112,01/01/2022,19:13:08,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Barrio El Capulin,-99.19231618,19.28256756
I-20220101-0010,02/01/2022,R-20220101-0102,01/01/2022,18:11:18,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Residencial Zacatenco,-99.1256996,19.5003422
I-20220101-0011,02/01/2022,R-20220101-0101,01/01/2022,18:05:26,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Miguel Hidalgo 2a Seccion,-99.19556727,19.2797016
I-20220101-0011,02/01/2022,R-20220101-0046,01/01/2022,12:32:11,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Miguel Hidalgo 2a Seccion,-99.19556727,19.2797016
I-20220101-0012,02/01/2022,R-20220101-0100,01/01/2022,17:59:59,Agua Potable,Falta de tapa en valvula,Ciudadano (Call Center),Cuajimalpa de Morelos,Santa Fe Cuajimalpa,-99.2651715,19.3591989
I-20220101-0013,02/01/2022,R-20220101-0099,01/01/2022,17:58:37,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Ampliacion Fuentes Del Pedregal,-99.2075514,19.3047887
I-20220101-0014,02/01/2022,R-20220101-0098,01/01/2022,17:55:50,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Bellavista,-99.19216635,19.39639549
I-20220101-0015,02/01/2022,R-20220101-0097,01/01/2022,17:54:49,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Chalma De Guadalupe,-99.1468336,19.5499238
I-20220101-0016,02/01/2022,R-20220101-0115,01/01/2022,19:32:04,Drenaje,Brote en aguas negras,Ciudadano (Call Center),Tlahuac,Granjas Cabrera,-99.06372067,19.30450109
I-20220101-0017,02/01/2022,R-20220101-0113,01/01/2022,19:18:00,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Reforma Social,-99.21572687,19.43120424
I-20220101-0018,02/01/2022,R-20220101-0116,01/01/2022,19:40:06,Drenaje,Drenaje Obstruido,Ciudadano (Call Center),Iztacalco,Agricola Oriental,-99.0750347,19.3919707
I-20220101-0019,02/01/2022,R-20220101-0114,01/01/2022,19:28:03,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Lomas De Chapultepec Vi Seccion,-99.2122158,19.420738
I-20220101-0020,02/01/2022,R-20220101-0119,01/01/2022,19:51:38,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.1747443,19.3698575
I-20220101-0021,02/01/2022,R-20220101-0067,01/01/2022,14:04:01,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Chalma De Guadalupe,-99.15106416,19.55226834
I-20220101-0021,02/01/2022,R-20220101-0025,01/01/2022,11:04:13,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Chalma De Guadalupe,-99.15106416,19.55226834
I-20220101-0021,02/01/2022,R-20220101-0072,01/01/2022,14:25:55,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Chalma De Guadalupe,-99.15106416,19.55226834
I-20220101-0021,02/01/2022,R-20220101-0117,01/01/2022,19:48:23,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Chalma De Guadalupe,-99.15106416,19.55226834
I-20220101-0022,02/01/2022,R-20220101-0109,01/01/2022,19:05:18,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pedregal De San Nicolas 4a Seccion,-99.23216343,19.27752425
I-20220101-0023,02/01/2022,R-20220101-0096,01/01/2022,17:47:27,Drenaje,Brote en aguas negras,Ciudadano (Call Center),Tlahuac,Granjas Cabrera,-99.06435371,19.30273923
I-20220101-0024,02/01/2022,R-20220101-0118,01/01/2022,19:48:26,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Ciudad De Los Deportes,-99.1814637,19.381935
I-20220101-0025,02/01/2022,R-20220101-0095,01/01/2022,17:43:07,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Bellavista,-99.1918793,19.3967088
I-20220101-0026,02/01/2022,R-20220101-0120,01/01/2022,19:56:15,Agua Potable,Falta de agua,Ciudadano (Call Center),Venustiano Carranza,Magdalena Mixiuhca,-99.121474,19.4096391
I-20220101-0027,02/01/2022,R-20220101-0094,01/01/2022,17:35:34,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Torres De Potrero,-99.25656069,19.32782883
I-20220101-0028,02/01/2022,R-20220101-0093,01/01/2022,17:25:07,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Magdalena De Las Salinas,-99.1453809,19.4796171
I-20220101-0029,02/01/2022,R-20220101-0092,01/01/2022,17:14:59,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Romero De Terreros,-99.1750924,19.3362337
I-20220101-0030,02/01/2022,R-20220101-0091,01/01/2022,17:03:09,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Lomas De Chapultepec Iii Seccion,-99.21545866,19.43133071
I-20220101-0031,02/01/2022,R-20220101-0090,01/01/2022,16:49:40,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,Pueblo San Andres Totoltepec,-99.1698416,19.2523663
I-20220101-0032,02/01/2022,R-20220101-0089,01/01/2022,16:43:58,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlahuac,Miguel Hidalgo,-99.0485585,19.2970564
I-20220101-0033,02/01/2022,R-20220101-0088,01/01/2022,16:42:29,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Lomas De Chapultepec V Seccion,-99.21212204,19.42086358
I-20220101-0034,02/01/2022,R-20220101-0087,01/01/2022,16:33:32,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Ciudad De Los Deportes,-99.1815341,19.3810086
I-20220101-0035,02/01/2022,R-20220101-0086,01/01/2022,16:24:12,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,Felipe Angeles,-99.1100811,19.4518386
I-20220101-0036,02/01/2022,R-20220101-0085,01/01/2022,16:17:55,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,Pueblo San Miguel Topilejo,-99.14681018,19.18994045
I-20220101-0037,02/01/2022,R-20220101-0084,01/01/2022,16:10:51,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Jardines Del Ajusco,-99.2153305,19.2815383
I-20220101-0038,02/01/2022,R-20220101-0121,01/01/2022,20:09:18,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Guadalupe Del Moral,-99.07816201,19.36686293
I-20220101-0039,02/01/2022,R-20220101-0123,01/01/2022,20:11:08,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pedregal De San Nicolas 1a Seccion,-99.23338649,19.29117525
I-20220101-0040,02/01/2022,R-20220101-0122,01/01/2022,20:11:04,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pedregal De San Nicolas 1a Seccion,-99.2334938,19.29202587
I-20220101-0040,02/01/2022,R-20220101-0126,01/01/2022,20:20:15,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pedregal De San Nicolas 1a Seccion,-99.2334938,19.29202587
I-20220101-0040,02/01/2022,R-20220101-0129,01/01/2022,20:36:50,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pedregal De San Nicolas 1a Seccion,-99.2334938,19.29202587
I-20220101-0041,02/01/2022,R-20220101-0124,01/01/2022,20:13:09,Drenaje,Drenaje Obstruido,Ciudadano (Call Center),Azcapotzalco,Ampliacion San Pedro Xalpa,-99.2138607,19.4776057
I-20220101-0042,02/01/2022,R-20220101-0083,01/01/2022,16:05:58,Agua Potable,Fuga,Ciudadano (Call Center),Cuajimalpa de Morelos,Bosques De Las Lomas,-99.2577219,19.3841539
I-20220101-0043,02/01/2022,R-20220101-0082,01/01/2022,15:51:37,Agua Potable,Falta de agua,Ciudadano (Call Center),Miguel Hidalgo,Tacuba,-99.1880665,19.4546537
I-20220101-0044,02/01/2022,R-20220101-0081,01/01/2022,15:44:18,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Irrigacion,-99.2136991,19.44439723
I-20220101-0045,02/01/2022,R-20220101-0080,01/01/2022,15:33:13,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.1744102,19.3694547
I-20220101-0046,02/01/2022,R-20220101-0079,01/01/2022,15:27:48,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Palmitas,-99.02874472,19.33345776
I-20220101-0047,02/01/2022,R-20220101-0078,01/01/2022,15:17:35,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,Pensador Mexicano,-99.07903124,19.44284803
I-20220101-0048,02/01/2022,R-20220101-0077,01/01/2022,14:44:36,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Miguel Hidalgo 3a Seccion,-99.2052254,19.2846375
I-20220101-0049,02/01/2022,R-20220101-0075,01/01/2022,14:36:59,Agua Potable,Fuga,Ciudadano (Call Center),Azcapotzalco,Pueblo San Juan Tlihuaca,-99.2035909,19.4899372
I-20220101-0050,02/01/2022,R-20220101-0125,01/01/2022,20:16:26,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,Ejidos De San Pedro Martir,-99.15944332,19.26754858
I-20220101-0051,02/01/2022,R-20220101-0073,01/01/2022,14:28:01,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Letran Valle,-99.15224427,19.37332047
I-20220101-0052,02/01/2022,R-20220101-0071,01/01/2022,14:20:15,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.1749056,19.3702557
I-20220101-0053,02/01/2022,R-20220101-0070,01/01/2022,14:17:07,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Lomas De Cuautepec,-99.13268568,19.56824163
I-20220101-0054,02/01/2022,R-20220101-0069,01/01/2022,14:12:20,Agua Potable,Falta de agua,Ciudadano (Call Center),Gustavo A. Madero,Guadalupe Tepeyac,-99.1171316,19.4681678
I-20220101-0055,02/01/2022,R-20220101-0068,01/01/2022,14:08:27,Agua Potable,Fuga,Ciudadano (Call Center),Iztacalco,Viaducto Piedad,-99.13397312,19.40035233
I-20220101-0056,02/01/2022,R-20220101-0066,01/01/2022,13:55:44,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Popular Santa Teresa,-99.2245086,19.3003304
I-20220101-0057,02/01/2022,R-20220101-0065,01/01/2022,13:52:08,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Miguel Hidalgo,-99.18568619,19.28632968
I-20220101-0058,02/01/2022,R-20220101-0064,01/01/2022,13:49:19,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.1734704,19.3716225
I-20220101-0059,02/01/2022,R-20220101-0063,01/01/2022,13:38:51,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,C T M Atzacoalco,-99.09342882,19.50620993
I-20220101-0060,02/01/2022,R-20220101-0127,01/01/2022,20:22:10,Agua Potable,Fuga,Ciudadano (Call Center),Iztacalco,Los Picos De Iztacalco Seccion 1 B,-99.1109606,19.388579
I-20220101-0061,02/01/2022,R-20220101-0062,01/01/2022,13:34:30,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,Pensador Mexicano,-99.0789001,19.4430377
I-20220101-0062,02/01/2022,R-20220101-0061,01/01/2022,13:31:44,Agua Potable,Fuga,Ciudadano (Call Center),Cuajimalpa de Morelos,Bosques De Las Lomas,-99.255038,19.3873
I-20220101-0063,02/01/2022,R-20220101-0060,01/01/2022,13:31:19,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pueblo Ocotla,-99.1561676,19.2121395
I-20220101-0063,02/01/2022,R-20220101-0008,01/01/2022,09:13:37,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pueblo Ocotla,-99.1561676,19.2121395
I-20220101-0064,02/01/2022,R-20220101-0059,01/01/2022,13:28:49,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Lomas De Chapultepec Iii Seccion,-99.21481485,19.43185683
I-20220101-0065,02/01/2022,R-20220101-0128,01/01/2022,20:31:08,Agua Potable,Fuga,Ciudadano (Call Center),Tlahuac,Barrio Santiago Norte Del Pueblo Santiago Zapotitlan,-99.03054728,19.30009639
I-20220101-0066,02/01/2022,R-20220101-0058,01/01/2022,13:25:08,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Jalalpa El Grande,-99.2395949,19.3719231
I-20220101-0067,02/01/2022,R-20220101-0057,01/01/2022,13:19:50,Agua Potable,Mala calidad,Ciudadano (Call Center),Xochimilco,Pueblo Santa Maria Tepepan,-99.131178,19.2714979
I-20220101-0068,02/01/2022,R-20220101-0056,01/01/2022,13:17:33,Agua Potable,Fuga,Ciudadano (Call Center),Cuajimalpa de Morelos,Campestre Palo Alto,-99.2572515,19.3794298
I-20220101-0069,02/01/2022,R-20220101-0131,01/01/2022,20:38:51,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,7 De Julio,-99.1125017,19.4325959
I-20220101-0070,02/01/2022,R-20220101-0055,01/01/2022,13:13:04,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Panamericana,-99.1447952,19.4775916
I-20220101-0071,02/01/2022,R-20220101-0054,01/01/2022,13:10:24,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.1752623,19.3682967
I-20220101-0072,02/01/2022,R-20220101-0130,01/01/2022,20:37:52,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pedregal De San Nicolas 4a Seccion,-99.2324926,19.2821602
I-20220101-0073,02/01/2022,R-20220101-0053,01/01/2022,13:02:22,Agua Potable,Fuga,Ciudadano (Call Center),Tlahuac,La Habana,-98.9983295,19.2682481
I-20220101-0074,02/01/2022,R-20220101-0052,01/01/2022,12:55:34,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlahuac,Barrio Guadalupe Sta Catarina Yec,-98.9711099,19.3088025
I-20220101-0075,02/01/2022,R-20220101-0051,01/01/2022,12:53:00,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.1757376,19.3714512
I-20220101-0076,02/01/2022,R-20220101-0050,01/01/2022,12:47:03,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Ampl. Asturias,-99.12727837,19.40632281
I-20220101-0077,02/01/2022,R-20220101-0049,01/01/2022,12:42:39,Agua Potable,Falta de agua,Ciudadano (Call Center),Iztapalapa,Jacarandas,-99.0509319,19.3480108
I-20220101-0078,02/01/2022,R-20220101-0048,01/01/2022,12:41:49,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Lomas De Chapultepec Vi Seccion,-99.21222925,19.4207624
I-20220101-0078,02/01/2022,R-20220101-0027,01/01/2022,11:16:06,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Lomas De Chapultepec Vi Seccion,-99.21222925,19.4207624
I-20220101-0079,02/01/2022,R-20220101-0007,01/01/2022,09:12:40,Agua Potable,Falta de agua,Ciudadano (Call Center),Coyoacan,Alianza Popular Revolucionaria,-99.123781,19.31691461
I-20220101-0079,02/01/2022,R-20220101-0047,01/01/2022,12:36:19,Agua Potable,Falta de agua,Ciudadano (Call Center),Coyoacan,Alianza Popular Revolucionaria,-99.123781,19.31691461
I-20220101-0080,02/01/2022,R-20220101-0045,01/01/2022,12:28:21,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Xotepingo,-99.14106488,19.3302991
I-20220101-0081,02/01/2022,R-20220101-0044,01/01/2022,12:24:00,Agua Potable,Falta de agua,Ciudadano (Call Center),Gustavo A. Madero,Lomas De Cuautepec,-99.1345503,19.569179
I-20220101-0082,02/01/2022,R-20220101-0043,01/01/2022,12:20:04,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,San Angel,-99.1922607,19.3482623
I-20220101-0083,02/01/2022,R-20220101-0042,01/01/2022,12:13:18,Agua Potable,Mal uso,Ciudadano (Call Center),Iztapalapa,Pueblo San Lorenzo Tezonco,-99.0671198,19.3130597
I-20220101-0084,02/01/2022,R-20220101-0041,01/01/2022,12:10:06,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Reforma Social,-99.2136024,19.43308613
I-20220101-0085,02/01/2022,R-20220101-0040,01/01/2022,12:06:45,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Estrella Culhuacan,-99.1055292,19.3336247
I-20220101-0086,02/01/2022,R-20220101-0039,01/01/2022,12:02:45,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,San Diego Churubusco,-99.14922955,19.35156826
I-20220101-0087,02/01/2022,R-20220101-0038,01/01/2022,11:59:32,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,San Andres Tetepilco,-99.1274687,19.3707779
I-20220101-0088,02/01/2022,R-20220101-0037,01/01/2022,11:52:02,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Felipe Pescador,-99.1282758,19.4527466
I-20220101-0089,02/01/2022,R-20220101-0036,01/01/2022,11:40:17,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,Pueblo San Andres Totoltepec,-99.1680082,19.2518669
I-20220101-0090,02/01/2022,R-20220101-0035,01/01/2022,11:37:41,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Ejidos De San Pedro Martir,-99.1559224,19.2699475
I-20220101-0091,02/01/2022,R-20220101-0034,01/01/2022,11:35:31,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Cuauhtemoc,-99.16527987,19.42863431
I-20220101-0092,02/01/2022,R-20220101-0020,01/01/2022,10:38:11,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Magdalena De Las Salinas,-99.1449549,19.4795111
I-20220101-0092,02/01/2022,R-20220101-0132,01/01/2022,20:45:44,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Magdalena De Las Salinas,-99.1449549,19.4795111
I-20220101-0093,02/01/2022,R-20220101-0033,01/01/2022,11:32:23,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Alfonso Xiii,-99.1952687,19.374569
I-20220101-0094,02/01/2022,R-20220101-0032,01/01/2022,11:30:49,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,1ra Victoria,-99.19958533,19.38672057
I-20220101-0095,02/01/2022,R-20220101-0031,01/01/2022,11:29:45,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Ciudad De Los Deportes,-99.1826156,19.3813223
I-20220101-0096,02/01/2022,R-20220101-0030,01/01/2022,11:26:00,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Ampliacion Progreso Nacional,-99.1616283,19.5149012
I-20220101-0097,02/01/2022,R-20220101-0029,01/01/2022,11:23:37,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Progreso Nacional,-99.1594697,19.519112
I-20220101-0098,02/01/2022,R-20220101-0028,01/01/2022,11:19:34,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Lomas De Chapultepec Vi Seccion,-99.21235809,19.42070169
I-20220101-0099,02/01/2022,R-20220101-0024,01/01/2022,10:55:40,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Panamericana,-99.1436753,19.4791737
I-20220101-0100,02/01/2022,R-20220101-0022,01/01/2022,10:41:06,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Consejo Agrarista Mexicano,-99.0553893,19.3250709
I-20220101-0101,02/01/2022,R-20220101-0021,01/01/2022,10:39:29,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Chalma De Guadalupe,-99.1539178,19.5531946
I-20220101-0102,02/01/2022,R-20220101-0004,01/01/2022,08:13:38,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Guadalupe Proletaria,-99.1556334,19.5210145
I-20220101-0102,02/01/2022,R-20220101-0016,01/01/2022,10:15:40,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Guadalupe Proletaria,-99.1556334,19.5210145
I-20220101-0102,02/01/2022,R-20220101-0019,01/01/2022,10:35:47,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Guadalupe Proletaria,-99.1556334,19.5210145
I-20220101-0103,02/01/2022,R-20220101-0018,01/01/2022,10:28:31,Agua Potable,Mal uso,Ciudadano (Call Center),Cuauhtemoc,Santa Maria Insurgentes,-99.1492005,19.4615288
I-20220101-0104,02/01/2022,R-20220101-0017,01/01/2022,10:20:18,Agua Potable,Falta de agua,Ciudadano (Call Center),Coyoacan,Pedregal De Santa Ursula,-99.1573927,19.3069104
I-20220101-0105,02/01/2022,R-20220101-0015,01/01/2022,09:58:01,Agua Potable,Falta de agua,Ciudadano (Call Center),Venustiano Carranza,Puebla,-99.0798203,19.407939
I-20220101-0106,02/01/2022,R-20220101-0014,01/01/2022,09:55:11,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Molino De Rosas,-99.20234777,19.37464636
I-20220101-0107,02/01/2022,R-20220101-0013,01/01/2022,09:48:43,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pueblo Chimalcoyotl,-99.1612236,19.2733769
I-20220101-0108,02/01/2022,R-20220101-0012,01/01/2022,09:44:56,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Barrio El Capulin,-99.188309,19.2825902
I-20220101-0109,02/01/2022,R-20220101-0011,01/01/2022,09:41:41,Agua Potable,Fuga,Ciudadano (Call Center),Cuajimalpa de Morelos,Bosques De Las Lomas,-99.2585225,19.3846808
I-20220101-0110,02/01/2022,R-20220101-0010,01/01/2022,09:20:40,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,San Juan,-99.1838244,19.3797328
I-20220101-0111,02/01/2022,R-20220101-0009,01/01/2022,09:16:43,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Guadalupe Proletaria,-99.1569374,19.5206775
I-20220101-0112,02/01/2022,R-20220101-0006,01/01/2022,08:42:26,Agua Potable,Falta de agua,Ciudadano (Call Center),Coyoacan,Pedregal De Santo Domingo,-99.1718392,19.3198264
I-20220101-0113,02/01/2022,R-20220101-0005,01/01/2022,08:37:23,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Jardines Del Ajusco,-99.2166575,19.2829188
I-20220101-0114,02/01/2022,R-20220101-0003,01/01/2022,01:37:33,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Napoles,-99.1776626,19.3912452
I-20220101-0115,02/01/2022,R-20220101-0002,01/01/2022,01:08:03,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pueblo San Miguel Topilejo,-99.1386413,19.2019784
I-20220101-0116,02/01/2022,R-20220101-0001,01/01/2022,00:39:29,Agua Potable,Fuga,Ciudadano (Call Center),Azcapotzalco,Arenal,-99.1509676,19.46510524
I-20220102-0142,03/01/2022,R-20220101-0133,01/01/2022,22:17:46,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Pedregal De San Nicolas 1a Seccion,-99.2335044,19.2926568
I-20220102-0178,03/01/2022,R-20220101-0139,01/01/2022,23:58:22,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,El Mirador 3a Seccion,-99.1869658,19.2701531
I-20220102-0179,03/01/2022,R-20220101-0138,01/01/2022,23:27:48,Agua Potable,Fuga,Ciudadano (Call Center),Cuajimalpa de Morelos,El Yaqui,-99.2828462,19.3602886
I-20220102-0180,03/01/2022,R-20220101-0137,01/01/2022,23:22:16,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Chalma De Guadalupe,-99.1539178,19.5531946
I-20220102-0181,03/01/2022,R-20220101-0136,01/01/2022,23:14:13,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Presidentes De Mexico,-99.0622371,19.3367035
I-20220102-0182,03/01/2022,R-20220101-0135,01/01/2022,23:13:28,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Chalma De Guadalupe,-99.1539178,19.5531946
I-20220102-0183,03/01/2022,R-20220101-0134,01/01/2022,22:31:54,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Forestal,-99.1302696,19.5636073
I-20220102-0001,02/01/2022,R-20220102-0051,02/01/2022,11:28:43,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,Nicolas Bravo,-99.123074,19.4538461
I-20220102-0002,02/01/2022,R-20220102-0049,02/01/2022,11:20:34,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Portales Norte,-99.1488213,19.3717563
I-20220102-0003,02/01/2022,R-20220102-0047,02/01/2022,11:15:35,Agua Potable,Fuga,Ciudadano (Call Center),Venustiano Carranza,Pensador Mexicano,-99.078787,19.4423818
I-20220102-0004,02/01/2022,R-20220102-0045,02/01/2022,11:12:37,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Pueblo De Los Reyes,-99.1536915,19.3305719
I-20220102-0005,02/01/2022,R-20220102-0048,02/01/2022,11:19:09,Agua Potable,Fuga,Ciudadano (Call Center),Cuajimalpa de Morelos,Lomas De Vista Hermosa,-99.2739768,19.37776
I-20220102-0006,02/01/2022,R-20220102-0046,02/01/2022,11:13:32,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,2da Ampliacion Presidentes,-99.2284409,19.3718175
I-20220102-0007,02/01/2022,R-20220102-0044,02/01/2022,11:11:16,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Chalma De Guadalupe,-99.1531674,19.553379
I-20220102-0008,02/01/2022,R-20220102-0043,02/01/2022,11:09:30,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Josefa Ortiz De Dominguez,-99.1422147,19.3880599
